sender_id,sender,total_messages,active_days,avg_message_length,link_ratio,anomaly_label
498078166,andreafortunaorgBot,388,11,121.05,1.0,unknown
1158603793,,388,13,11.33,0.0,unknown
8706229592,queenola22,387,3,11.35,0.0,unknown
-1002153647281,Jarian_com,387,1,231.73,0.0,unknown
8796258543,summarsummar,386,5,17.84,0.0,unknown
8754353239,,386,4,7.56,0.0,unknown
8138891232,spidermanX123,386,3,7.26,0.0,unknown
militaristrussian67,militaristrussian67,385,8,159.62,0.0234,unknown
7885324928,,384,14,673.85,1.0,unknown
8733667943,,381,2,23.52,0.0,unknown
Noor2099,Noor2099,380,3,33.04,0.0026,unknown
8254078262,,378,12,18.1,0.0,unknown
6169504479,Y_S0_SERI0US,376,5,20.4,0.0,unknown
8725778668,,375,4,27.73,0.0,unknown
8217723809,Chhupachhups,375,12,12.99,0.0,unknown
DinganProo,DinganProo,374,6,19.08,0.0,unknown
rish738,rish738,374,9,27.2,0.0027,unknown
cxrlhn,cxrlhn,373,6,25.0,0.0027,unknown
5519477042,,372,13,113.92,0.0,unknown
1150492296,Biggbosss26,372,11,15.08,0.0,unknown
On9Bot,On9Bot,372,7,10.59,0.0,unknown
680124576,Gintokiy,371,12,20.65,0.0,unknown
1321051400,,370,13,327.75,0.9054,unknown
8573127077,,370,7,17.08,0.0,unknown
6757851543,BruvFlashcoin,370,11,1069.41,0.0,unknown
7608957987,MISSYMISSYDOYOURAELLYMISSME,368,2,22.96,0.0,unknown
6731647564,IM_NR_2,368,5,156.94,0.0054,unknown
5112892724,,368,17,36.05,0.8125,unknown
5046792499,Khizir1970,368,1,17.85,0.0082,unknown
trryyme,trryyme,365,5,19.64,0.0164,unknown
8372473169,,365,13,17.54,0.0,unknown
6351244493,,365,11,24.27,0.0,unknown
1830868434,tulkarmalroh,362,13,79.51,0.0304,unknown
5090397536,,361,3,155.53,0.0028,unknown
5501930499,rak_eem404,361,13,911.44,0.0,unknown
6971476313,Ravularamesh,360,16,184.0,0.0,unknown
1747414821,Balata12,359,13,60.44,0.0,unknown
exclusivesamnn,exclusivesamnn,357,9,26.43,0.0,unknown
8238771265,IL0beU,355,4,21.33,0.0056,unknown
8261799036,missedgoodbye,355,12,16.18,0.0,unknown
8280492611,,355,10,23.42,0.0,unknown
6599873509,Yyahekrhd,353,13,20.11,0.0,unknown
7699675599,LeonDelOrgullo,353,13,675.55,0.0,unknown
7600234460,punkrocker25,353,7,34.48,0.0,unknown
5069307464,,352,12,13.05,0.0,unknown
BeingZenn,BeingZenn,350,7,11.31,0.0,unknown
7523473560,Emma_watson8888,350,15,14.2,0.0,unknown
7116626936,Omafidy,350,13,1020.07,0.0,unknown
1382434580,militaristrussian67,350,13,234.12,0.0486,unknown
813736143,Madinaclik19,349,11,12.5,0.0,unknown
8041255407,,348,6,22.65,0.0,unknown
1663415111,foxyboi,347,13,37.01,0.0086,unknown
8600748096,,346,5,13.22,0.0,unknown
7699338977,ada_1666,346,8,176.0,0.0,unknown
BKRPLG10,BKRPLG10,344,5,522.12,0.6686,unknown
oFHZ5jb,oFHZ5jb,344,8,162.0,0.0,unknown
8563327771,Fatoma_95,344,11,19.06,0.0,unknown
8524172988,,344,2,20.74,0.0,unknown
1277738751,MalboroToro,343,7,168.0,0.0,unknown
8460061960,Cutie_pie_rose,343,1,11.17,0.0,unknown
6246200844,Ahmedegypt1,342,14,19.78,0.0,unknown
7388622712,Aazim101,342,10,10.28,0.0029,unknown
5830097737,Dedeaasd,341,7,222.0,0.0,unknown
8625937272,thoufreak,340,4,26.21,0.0,unknown
lovefacto,lovefacto,340,7,16.18,0.0,unknown
6085905538,The_voice_man,338,17,17.62,0.0,unknown
1658032071,Amitb258,337,5,23.82,0.0,unknown
1083221458,Baymax_free_bot,336,14,365.48,1.0,unknown
7225492448,Mayallahforgiveusss,336,5,15.69,0.003,unknown
5580005806,Mohabm0,336,11,23.68,0.006,unknown
5200913864,NOUVY205,334,14,20.91,0.0,unknown
1100509830,Beautifulcipa,334,12,12.26,0.0,unknown
8000457291,alaa_hawla,332,17,27.85,0.0,unknown
1318165547,gazaalannet,332,13,126.39,0.003,unknown
8510818768,a66dr_37,331,4,18.92,0.0,unknown
8164587828,Hamed1331,330,16,349.84,0.003,unknown
8495211934,,330,3,41.68,0.003,unknown
5338117166,,329,19,253.59,0.0,unknown
2022705425,sameer124421,328,13,23.72,0.0,unknown
DL1912O,DL1912O,328,10,28.01,0.0,unknown
567841984,,328,9,15.19,0.0,unknown
2025509110,GazaDailyInsights,328,13,217.91,0.003,unknown
Ayjaaa,Ayjaaa,327,9,17.23,0.0,unknown
5180891670,,327,8,478.93,0.0,unknown
5064100587,,326,6,437.92,0.0,unknown
981287273,ABDO_SYD1999,326,5,9.24,0.0,unknown
8470503522,,325,3,15.46,0.0,unknown
852680362,Eon_echoes,325,9,23.49,0.0,unknown
8591176797,Mozaa1233,323,13,18.38,0.0,unknown
7847912646,,322,6,32.77,0.0,unknown
8788494621,,322,12,10.81,0.0,unknown
8145454601,,322,11,86.5,0.0,unknown
1022801033,,321,7,25.46,0.0,unknown
8577415103,D_a_w_s_h_a_2,321,13,38.06,0.0,unknown
Mikey_mir,Mikey_mir,321,8,21.04,0.0031,unknown
6105380404,Avish1663NTJBPMR,320,4,24.23,0.0,unknown
8610294068,Boringasfkk,320,5,18.48,0.0,unknown
5503320165,MoHAMAd2008u,319,11,49.95,0.7524,unknown
5354752677,InfiniteDrive0,319,2,26.57,0.0,unknown
8341410761,Jeena257,319,12,19.75,0.0,unknown
8511318981,,318,8,998.01,0.0,unknown
Terry_ADavis,Terry_ADavis,317,10,23.81,0.0,unknown
8732120855,,315,1,31.7,0.0063,unknown
8373375691,,315,4,22.86,0.0,unknown
8528281896,mrw_9,315,3,19.22,0.0032,unknown
1736293727,terroralarm,314,19,200.88,0.0064,unknown
7807948578,Hmnbjdh,314,5,14.13,0.0,unknown
8225124310,,314,16,684.1,0.0,unknown
FuckIsrael3000,FuckIsrael3000,311,2,19.94,0.0064,unknown
791403745,,311,4,40.22,0.0,unknown
8679917981,,310,3,118.45,0.0,unknown
1189233023,,310,16,60.89,0.0,unknown
Hhot243,Hhot243,309,8,10.3,0.0,unknown
8697797545,softicecreammmm,309,2,18.47,0.0,unknown
8233524461,MitreTren_bot,308,13,612.14,0.0,unknown
7384430977,,306,6,20.09,0.0,unknown
7760005650,Cryptospecialist5,306,19,642.16,0.0,unknown
CYBERTEC17,CYBERTEC17,306,10,321.0,0.0,unknown
295514820,,306,2,20.4,0.0,unknown
6909073931,,305,7,63.12,0.0,unknown
8679311510,catelova,305,8,16.12,0.0,unknown
7064283620,SAD1_BOY1,304,16,15.56,0.0,unknown
8560452991,,304,13,18.44,0.0,unknown
7593650552,svnny4,304,3,22.73,0.0,unknown
8680846236,,303,2,290.79,0.0,unknown
7842543357,youcancallmeDon,303,10,22.3,0.0066,unknown
8003140401,,303,2,275.0,0.0,unknown
477326488,Cleanrobot,302,14,359.09,0.0,unknown
Stf_980,Stf_980,302,7,23.94,0.0662,unknown
1401563081,lastfmplusbot,302,13,66.49,0.0,unknown
7707774674,Pay8172,302,11,59.93,0.0,unknown
6779949241,Shiva77239,302,3,29.46,0.0,unknown
1816896259,ughbhugv,300,7,22.48,0.0033,unknown
qiestezzy,qiestezzy,299,8,19.06,0.0234,unknown
UskiKanmani,UskiKanmani,299,4,18.62,0.0,unknown
8597001168,,298,8,6.78,0.0,unknown
8488146264,CataSpamBot,297,6,951.36,0.8721,unknown
8790275138,Cosmic_politics,297,13,16.77,0.0,unknown
7814897445,,297,9,12.21,0.0,unknown
Eng_ahed,Eng_ahed,296,6,212.81,0.0,unknown
6827244898,F_RAW,295,14,134.45,0.0,unknown
8355003625,Ewwwwwww10,294,17,28.41,0.0,unknown
8727986383,,294,12,15.31,0.0,unknown
gogo20266,gogo20266,293,4,398.06,0.0171,unknown
771096498,shieldy_bot,293,19,146.93,0.0,unknown
1180029635,,292,12,60.61,0.0,unknown
6874466386,HRahmad2,292,19,15.07,0.0,unknown
5060615656,cherylskye,292,3,28.38,0.0,unknown
Chuphushh,Chuphushh,292,3,24.54,0.0,unknown
Gladiator69_bot,Gladiator69_bot,290,8,108.71,0.0,unknown
887476650,exclusivesamnn,289,12,32.31,0.0,unknown
6451906328,oFHZ5jb,289,14,162.0,0.0,unknown
Lakshya_5858,Lakshya_5858,288,8,32.2,0.0,unknown
7614881883,ayurelax,288,12,24.53,0.0347,unknown
8263603089,,288,15,68.87,0.0,unknown
1803935360,almoujaz,287,13,138.26,0.0,unknown
8472201353,,287,14,162.0,0.0,unknown
6478294278,,287,6,18.02,0.0035,unknown
7547648206,BvF_1411,286,2,16.29,0.0,unknown
7269590856,Ryan_flasher,286,19,1164.73,0.0,unknown
8271053944,,285,2,19.38,0.0,unknown
MajedAnka,MajedAnka,285,8,27.97,0.0,unknown
8617527990,blablahuh,284,1,27.14,0.0106,unknown
7270387426,itx_uzi,283,9,16.6,0.0071,unknown
5302449630,,283,14,112.0,0.0,unknown
7754646069,RoyvermaRoy,283,13,10.49,0.0,unknown
1120732795,angrysaffron,281,13,251.93,0.6975,unknown
7786950550,,281,7,24.0,0.0,unknown
8675128074,,281,12,23.29,0.0,unknown
8036370927,,280,10,18.48,0.0,unknown
BruvFlashcoin,BruvFlashcoin,280,9,1320.24,0.0,unknown
8682225765,,279,4,23.45,0.0,unknown
8525940831,,279,2,9.37,0.0,unknown
8261799036,missedsaint,279,3,16.97,0.0,unknown
7617457284,,278,2,18.97,0.0036,unknown
Eun1073,Eun1073,278,7,20.03,0.0,unknown
5511582563,The1and_only1,278,2,44.1,0.0036,unknown
5565370541,,277,2,13.05,0.0,unknown
8276994832,,277,7,82.26,0.0,unknown
7953453422,,276,1,514.0,0.0,unknown
5011104862,wearnicker,276,4,21.15,0.0072,unknown
urjhdb233,urjhdb233,275,9,9.5,0.0,unknown
lamaislovedbygod,lamaislovedbygod,275,3,18.6,0.0,unknown
8464330755,,275,13,45.04,0.0,unknown
7211260682,,275,5,18.06,0.0,unknown
7929526871,,275,1,2.0,0.0,unknown
8354466886,Heal099,274,7,20.95,0.0,unknown
5311224560,,274,5,13.14,0.0,unknown
8113233052,,274,7,13.57,0.0,unknown
7625534702,,273,10,22.05,0.0,unknown
2123828578,ukr_leaks_ara,273,13,307.01,0.0,unknown
8785535567,FvckAIeju,272,6,689.82,0.0074,unknown
7659270830,Delb41r,272,13,12.04,0.0,unknown
8631854545,,272,5,13.6,0.0037,unknown
urs_nobita,urs_nobita,271,4,16.3,0.0,unknown
1455384968,mo_mehlab,271,15,22.15,0.0,unknown
7346813100,Mostafashaw2y26,271,3,17.1,0.0,unknown
5770844940,dfox020,271,18,51.89,0.0,unknown
Minted_clouds,Minted_clouds,270,7,11.41,0.0,unknown
7250745298,,270,1,155.0,0.0,unknown
7573889369,fvckyng79,270,8,711.63,0.0593,unknown
8346160385,,269,10,21.39,0.0,unknown
8445240952,Marr_24,268,4,13.79,0.0,unknown
8798563322,,268,6,120.33,0.0,unknown
8367421241,IHATETHE3OFYOUSOMUCH,268,6,23.44,0.0,unknown
1886697701,,268,5,12.74,0.0,unknown
Photosofhim,Photosofhim,267,10,27.91,0.0,unknown
Donttagmemff,Donttagmemff,266,2,17.95,0.0,unknown
8039786232,,265,6,15.51,0.0,unknown
8128718519,nonnee95,265,11,15.09,0.0038,unknown
combot,combot,265,10,135.9,0.3396,unknown
8737541323,rainsoundatmiddileofnight,265,3,18.68,0.0,unknown
8747229440,,265,6,13.34,0.0,unknown
7267115116,,263,6,42.81,0.0076,unknown
SarmientoTren_bot,SarmientoTren_bot,263,10,663.12,0.0,unknown
8551238377,,262,4,19.4,0.0,unknown
851469528,Osama_469,262,12,7.79,0.0,unknown
1719634373,stunninnstanninn,262,1,17.66,0.0038,unknown
2785393590,ILSmartbuyExpress,262,13,274.08,1.0,unknown
8711090220,,261,2,13.53,0.0,unknown
8293022731,wwzqy,260,17,9.43,0.0,unknown
8573154763,,260,9,19.9,0.0,unknown
8129631197,Xhbbbx,260,8,14.74,0.0,unknown
sann099,sann099,260,8,23.95,0.0,unknown
7403363033,guruflasher12,260,19,936.0,0.0,unknown
779311043,,259,13,20.5,0.0,unknown
661764390,PabloRostkier,259,11,419.54,0.1081,unknown
8606722790,,258,5,31.09,0.0,unknown
8095722755,Astrasilen,258,7,15.55,0.0,unknown
8250051527,,258,2,10.62,0.0,unknown
8783888321,Jopherbro,258,2,21.6,0.0,unknown
6432748165,Qarovulnew_bot,257,15,46.29,0.0233,unknown
Trustmedarla,Trustmedarla,257,4,17.44,0.0,unknown
6115918103,,257,13,267.63,0.2412,unknown
7402837840,,257,12,17.54,0.0,unknown
736139723,IWannaThankMe12,256,15,19.67,0.0,unknown
8650553178,,256,11,10.89,0.0,unknown
Captainf1,Captainf1,255,4,16.82,0.0,unknown
Ryan_flasher,Ryan_flasher,255,10,1161.44,0.0,unknown
8527685754,,254,10,13.43,0.0,unknown
8554616053,Shmais_10,254,9,13.09,0.0,unknown
erenisdeadh,erenisdeadh,254,9,16.77,0.0,unknown
337789148,Pr0m3theus,254,9,39.42,0.0,unknown
8792597843,I_am_brokee,253,5,15.22,0.0,unknown
8696491923,,252,8,31.14,0.0,unknown
Thecryptoking454,Thecryptoking454,252,10,880.0,0.0,unknown
2023783704,,252,7,6.15,0.0,unknown
679301316,Quince_11,252,13,151.4,0.004,unknown
6069415711,,252,9,17.74,0.0,unknown
8785535567,newalejo,251,6,679.96,0.0757,unknown
5191039886,CR7crcr,251,7,29.26,0.0,unknown
6715893253,sahil4717s,251,16,40.54,0.0,unknown
vitaminassrl,vitaminassrl,251,10,211.12,0.0,unknown
8713284691,,251,1,321.2,0.0,unknown
8335774974,bloom6054,250,12,22.72,0.008,unknown
8190533898,wawanwanawn,250,3,88.56,0.0,unknown
7849548769,,250,4,6.74,0.0,unknown
6643557364,Nooneisheresogoaway,250,3,13.76,0.0,unknown
8191304682,,250,11,188.67,0.0,unknown
hablalasociedad2,hablalasociedad2,250,10,330.22,0.712,unknown
8051387957,Ali_43lAll,250,7,13.71,0.0,unknown
8450954698,TWIST_100,250,9,17.45,0.0,unknown
8122344818,,249,8,21.41,0.0,unknown
5263928122,whispersssssd,249,2,15.71,0.0,unknown
Rayofxlight,Rayofxlight,249,7,22.47,0.0,unknown
995481058,,249,2,21.12,0.0,unknown
lovelybitcB,lovelybitcB,249,7,34.53,0.0,unknown
1970086460,hak994,249,11,109.99,0.0201,unknown
PandemiaYVacunas,PandemiaYVacunas,249,7,203.17,0.9518,unknown
meshheek,meshheek,248,8,175.83,0.0202,unknown
2713839619,ShopDealsIL,248,7,346.0,1.0,unknown
8132719799,Sweetmaryyy,248,1,13.44,0.0,unknown
6786354310,soundcollapser,248,1,128.45,1.0,unknown
1200257707,meshheek,248,12,186.07,0.004,unknown
althoufeek,althoufeek,247,8,39.97,0.0,unknown
8051067723,,247,9,26.0,0.0,unknown
8244718282,Faoryt,247,12,10.11,0.0,unknown
1231213931,cointrendz_pumpdetector,246,13,154.13,0.0081,unknown
7912600030,GhaSagir,246,8,981.0,0.0,unknown
8261644478,SarmientoTren_bot,246,13,738.54,0.0,unknown
IWannaThankMe12,IWannaThankMe12,245,9,19.07,0.0041,unknown
6163229262,,245,4,19.72,0.0,unknown
8744983592,naikhames,245,8,17.22,0.0082,unknown
8365575726,smokygs,244,6,20.25,0.0,unknown
8330341565,,243,16,110.0,0.0,unknown
RoyvermaRoy,RoyvermaRoy,243,9,10.78,0.0,unknown
MEDICO_college_STUDENT07,MEDICO_college_STUDENT07,243,10,17.64,0.0,unknown
theaugusttt,theaugusttt,243,4,14.28,0.0165,unknown
8503102106,Ur_kim6,242,5,12.26,0.0,unknown
8743839381,,242,8,30.68,0.0,unknown
MitreTren_bot,MitreTren_bot,242,10,1212.49,0.0,unknown
7526547469,I_C_0_N_1_C,242,3,23.64,0.0,unknown
7556869345,Arnoldflash,241,19,597.0,0.0,unknown
8616543409,,241,7,10.5,0.0,unknown
5460766596,LCoNDeNado,241,13,1221.86,0.0,unknown
Wth_na,Wth_na,241,10,16.62,0.0,unknown
8158576097,Elmalevo777,240,10,2382.08,0.9083,unknown
8284525874,,240,13,34.25,0.0,unknown
5308035627,,240,1,12.64,0.0,unknown
LCoNDeNado,LCoNDeNado,239,10,826.21,0.0126,unknown
8477913521,liam91a,238,2,16.88,0.0,unknown
8437918239,zrrpvt,238,1,22.91,0.0,unknown
8783686386,,238,4,25.15,0.0,unknown
1248008775,MRPROFIT_CRYPTO,237,17,969.08,0.9958,unknown
8746126382,,237,8,242.69,0.0,unknown
Electrobeast,Electrobeast,236,8,8.0,0.0,unknown
7786622458,,236,12,21.43,0.0,unknown
YourUndisputed,YourUndisputed,235,4,23.22,0.0128,unknown
7798294171,mohseenaa,235,8,13.08,0.0,unknown
hrk_01,hrk_01,235,9,15.44,0.0,unknown
8501498912,,235,6,25.57,0.0043,unknown
6128663268,Richardpaulz,234,17,804.0,0.0,unknown
6421262297,Mrlee7373,234,13,199.0,0.0,unknown
7673588544,Habibaemad76,234,9,14.47,0.0,unknown
7121969385,Lon_S_Kndy,233,9,20.13,0.0,unknown
8557134666,Reemlattemisu,233,10,20.29,0.0043,unknown
Sanxddd,Sanxddd,233,10,33.51,0.0,unknown
1187069576,O_ka_yyyy,233,16,30.08,0.0,unknown
6959948390,Spamesperanza,233,13,358.17,0.9657,unknown
7340458458,,232,8,132.71,0.0,unknown
5870008201,Sojaungi,232,5,13.76,0.0,unknown
1584306183,jenin_today5,231,12,127.34,0.0519,unknown
8292171712,,230,6,21.16,0.013,unknown
7105211294,Zenitsuu_185,230,12,15.09,0.0,unknown
1795175367,df_vi,228,16,98.09,0.0,unknown
7006768110,,227,13,932.0,0.0,unknown
43998058,moriel5,227,11,132.41,0.0661,unknown
7268177536,Omdaelfnan29,227,9,21.04,0.0,unknown
8741412999,,227,3,144.99,0.0,unknown
8779962995,,226,2,763.0,0.0,unknown
Annhistory3,Annhistory3,226,10,28.89,0.0,unknown
Zemanflaher,Zemanflaher,226,6,960.39,0.8009,unknown
6324854093,,226,8,13.48,0.0,unknown
7547047386,Haze1_eye,226,2,22.6,0.0,unknown
myyyrrri,myyyrrri,225,10,17.71,0.0044,unknown
hazeleey,hazeleey,225,5,9.93,0.0,unknown
8591838123,Adll786,225,11,24.26,0.0,unknown
Darksidexs,Darksidexs,225,10,118.53,0.1733,unknown
6602428140,,225,6,19.71,0.0,unknown
1797210849,khaledemara4,225,7,23.22,0.0,unknown
ElIblissio,ElIblissio,224,2,38.57,0.0,unknown
8689933395,,224,2,4.6,0.0,unknown
6294539088,m_aki55,224,16,14.08,0.0,unknown
8417398522,,224,3,50.54,0.7054,unknown
Elmalevo777,Elmalevo777,223,10,2458.9,0.9507,unknown
8473318235,Farhaan76,223,10,13.54,0.0,unknown
5713276622,,223,3,29.57,0.0045,unknown
Xoxomimmmi,Xoxomimmmi,221,2,17.88,0.0,unknown
8367421241,,221,10,16.33,0.0,unknown
8684869970,qabqooba,221,7,19.54,0.0,unknown
8705684176,,221,1,14.7,0.0,unknown
1760802302,VoltandoasnossasRaizes,221,13,294.5,0.4208,unknown
RSTReportHub,RSTReportHub,221,6,1310.8,0.3032,unknown
2408707631,iranscreenshot1,220,12,267.11,0.0,unknown
8601753996,Dreamdusk55,220,7,9.96,0.0,unknown
8657751908,,219,14,20.4,0.0274,unknown
8490030711,,219,4,187.84,0.0,unknown
7991822160,hkffvv,219,11,17.95,0.0,unknown
8471516652,,219,3,17.42,0.0,unknown
7821057214,,218,7,29.0,0.0,unknown
GhostPrincess,GhostPrincess,217,7,278.12,0.0092,unknown
1017370390,Doobie_Wah,216,12,35.87,0.0,unknown
1710170626,Irna_en,216,12,532.49,0.0787,unknown
Aarif_salman_343,Aarif_salman_343,216,10,41.69,0.0,unknown
Celeste202p,Celeste202p,216,10,117.54,0.0,unknown
8607858220,,216,6,16.9,0.0,unknown
7608957987,,215,2,15.39,0.0,unknown
5608074093,Tokoya9,215,7,14.92,0.0,unknown
8574223042,WatashiJasmine,215,7,19.37,0.0093,unknown
a_countenance,a_countenance,215,9,45.54,0.0047,unknown
1572474408,xxnnem,215,13,161.21,0.0186,unknown
8695310564,handsomeamir,215,8,20.56,0.0,unknown
8226447808,,215,9,14.48,0.0,unknown
spamdefaciand0,spamdefaciand0,215,6,230.0,1.0,unknown
8497062361,,214,3,21.58,0.0,unknown
7261202369,,214,10,35.46,0.0,unknown
LynnSenpai,LynnSenpai,213,4,40.79,0.0047,unknown
6115180911,GuardiaSvizzeraBot,213,12,96.33,0.0,unknown
2631408817,,213,18,26.52,0.0329,unknown
7560553978,Wth_na,213,12,11.85,0.0,unknown
hak994,hak994,212,10,101.73,0.0142,unknown
7573233712,Khizer783,212,3,24.29,0.0,unknown
1359021604,forrequests,212,7,35.64,0.0047,unknown
Batman_with_no_bat,Batman_with_no_bat,212,7,15.22,0.0,unknown
1022651796,,212,16,29.54,0.0,unknown
8133332049,,212,12,26.6,0.0,unknown
1219105649,R2_U5,212,9,30.66,0.0,unknown
payel533,payel533,211,5,17.72,0.0,unknown
7099200100,Chaotic_1,211,6,23.49,0.0,unknown
8642422629,,211,1,13.43,0.0,unknown
8136421483,,210,3,23.61,0.0,unknown
5963024811,,210,6,14.71,0.0,unknown
6293930449,maxsecure1,210,11,1903.3,0.0,unknown
7811198104,,210,3,8.68,0.0,unknown
8638160803,tfggvbhytrfgggv7790_98s_wss,209,3,108.53,0.0,unknown
Kalbelly,Kalbelly,209,4,20.67,0.0,unknown
capitanxprice,capitanxprice,209,2,22.79,0.0,unknown
5534085520,H_F_22_22,209,7,182.41,0.0,unknown
8417183583,Wtfcuttie,209,12,18.69,0.0,unknown
7909172955,Eman342006,208,2,16.36,0.0,unknown
Sarthak_890,Sarthak_890,208,10,25.51,0.0,unknown
8465142795,,208,5,17.87,0.0,unknown
8021137597,GralRocaTren_bot,208,13,943.1,0.0,unknown
8077480242,Winsjoi,208,13,7.83,0.0,unknown
8267266440,,208,7,26.0,0.0,unknown
Flashtvs,Flashtvs,207,10,800.0,0.0,unknown
bkpddbsdkhkhhtsshgrph,bkpddbsdkhkhhtsshgrph,206,10,10.86,0.0049,unknown
IlKUlI,IlKUlI,206,7,25.86,0.0,unknown
7001743269,TheCryptoProHub,206,9,834.23,0.0,unknown
igoontomodih,igoontomodih,206,5,20.92,0.0,unknown
8765846120,Beta0089,206,2,23.2,0.0,unknown
hitler_was_husbad,hitler_was_husbad,205,4,18.34,0.0,unknown
8463782555,,205,1,25.21,0.0,unknown
7446599834,,205,7,14.98,0.0,unknown
1498716157,Automationforum,205,13,988.05,0.9951,unknown
8187108158,Paveldurovdude,205,3,30.81,0.0,unknown
eraaaaaaaaaaaam,eraaaaaaaaaaaam,204,3,43.37,0.0,unknown
6497810076,Aaronflasherr,204,19,900.0,0.0,unknown
hhshhhshjajaj,hhshhhshjajaj,204,10,48.0,0.0,unknown
8716489552,,204,4,13.91,0.0,unknown
Steve_0775,Steve_0775,203,6,19.94,0.0,unknown
1879612500,z4zeros,203,1,26.35,0.0,unknown
SRMISTERMARIMBA,SRMISTERMARIMBA,203,6,2462.15,0.9852,unknown
8324422895,Kaiser_8887,203,14,21.67,0.0,unknown
2247977096,xvnsd7ZxiH4zMTgy,202,16,326.38,0.9752,unknown
flyaway668,flyaway668,201,7,16.67,0.0,unknown
8459101988,Lanaandme,201,6,12.35,0.0,unknown
Diviiii_02,Diviiii_02,201,7,16.41,0.0,unknown
7996970095,Arda10guler,201,14,14.01,0.0,unknown
7623892938,Iamtinaaa81,201,2,22.23,0.0,unknown
8257990431,mah1ek,201,5,14.65,0.005,unknown
ludddmiiilaa,ludddmiiilaa,200,10,24.0,0.0,unknown
O_ka_yyyy,O_ka_yyyy,200,7,28.76,0.0,unknown
5838643994,,200,6,463.16,0.0,unknown
Shavkat2226,Shavkat2226,200,9,17.78,0.0,unknown
8526446413,,199,7,16.42,0.0,unknown
6378354559,,199,10,34.29,0.005,unknown
8535958902,,199,5,20.62,0.0,unknown
Zohairproflasher,Zohairproflasher,198,10,1129.73,0.0,unknown
2064160399,Akikobaa,198,6,15.43,0.0,unknown
Nagiharu,Nagiharu,198,1,35.13,0.0,unknown
8517691619,,198,5,13.05,0.0,unknown
278762916,,198,11,95.11,0.0,unknown
Zxx5561,Zxx5561,198,5,15.74,0.0,unknown
spunkeyy,spunkeyy,197,5,22.86,0.0102,unknown
5370254267,stranger_0_0,197,2,13.02,0.0,unknown
8263717572,,197,11,28.91,0.0051,unknown
7077226503,MyeongWol09,197,9,20.15,0.0,unknown
8631411573,,197,2,22.53,0.0,unknown
8100591540,,197,5,11.41,0.0,unknown
8255353334,Gojosatoru831013,196,9,21.12,0.0,unknown
6634413863,rakhta10,196,7,16.16,0.0,unknown
Hhhhhhhhhhhwkwkwwk,Hhhhhhhhhhhwkwkwwk,196,5,17.03,0.0,unknown
8379429851,justsamyraaw,196,4,13.47,0.0,unknown
8457409884,,195,8,26.0,0.0,unknown
8635760684,orlasi,195,8,8.77,0.0,unknown
Crocodile_Game4_Bot,Crocodile_Game4_Bot,195,9,37.31,0.0,unknown
ascotid,ascotid,195,6,20.44,0.0103,unknown
8587668881,lluuvvvhh,195,14,9.6,0.0051,unknown
8472511618,,195,2,20.83,0.0051,unknown
7491304438,hanoisaigonsapa,195,4,14.31,0.0,unknown
949297367,henrique_ura,194,12,397.46,0.8041,unknown
Pratibha0001,Pratibha0001,193,4,13.14,0.0,unknown
8250080784,hrk_01,193,9,12.06,0.0,unknown
8373824509,luca19991926,193,3,19.01,0.0,unknown
710582244,,192,2,374.38,0.0,unknown
5947215581,ala_0l,192,12,69.89,0.0,unknown
Udontownmenah,Udontownmenah,192,2,15.05,0.0,unknown
8627512302,,192,7,35.98,0.0,unknown
8666101465,,192,5,35.82,0.0052,unknown
mica789,mica789,192,10,24.0,0.0,unknown
59081262,,191,7,219.0,0.0,unknown
Veedo17,Veedo17,191,8,49.03,0.0052,unknown
Belen12121212,Belen12121212,191,10,25.0,0.0,unknown
5689852334,Abdelali_brk,190,5,19.51,0.0,unknown
